•ÈÀCategory,Level1,Level2,Level3,Level4,Federal,,GovXFer,State,Local,Total
a,19th Century and Civil War,Books,Yellowstone and the Smithsonian,,1,b,,,,0.5
a,19th Century and Civil War,Books,Young America,,1,b,,,,0.5
a,19th Century and Civil War,Books,"Your Friend Forever, A. Lincoln",,1,b,,,,0.5
a,19th Century and Civil War,Journals,Early American Studies,,1,b,,,,0.5
a,19th Century and Civil War,Journals,Journal of the Abraham Lincoln Association,,1,b,,,,0.5
a,19th Century and Civil War,Journals,Journal of the Civil War Era,,1,b,,,,0.5
a,19th Century and Civil War,Journals,Journal of the Early Republic,,1,b,,,,0.5
a,20th Century,Books,41,,1,b,,,,0.5
a,20th Century,Books,42,,1,b,,,,0.5
a,20th Century,Books,1929,,1,b,,,,0.5
a,20th Century,Books,1927 and the Rise of Modern America,,1,b,,,,0.5
a,20th Century,Books,20th Century Limited,,1,b,,,,0.5
a,20th Century,Books,A Band of Noble Women,,1,b,,,,0.5
a,20th Century,Books,A Call to Conscience,,1,b,,,,0.5
a,20th Century,Books,A Cautious Patriotism,,1,b,,,,0.5
a,20th Century,Books,A City within a City,,1,b,,,,0.5
a,20th Century,Books,A Class by Herself,,1,b,,,,0.5
a,20th Century,Books,A Class of Their Own,,1,b,,,,0.5
a,20th Century,Books,A Cold War Odyssey,,1,b,,,,0.5
a,20th Century,Books,A Common Thread,,1,b,,,,0.5
a,20th Century,Books,A Communist Odyssey,,1,b,,,,0.5
a,20th Century,Books,A Complicated Man,,1,b,,,,0.5
a,20th Century,Books,A Contest of Ideas,,1,b,,,,0.5
a,20th Century,Books,A Critical Friendship,,1,b,,,,0.5
a,20th Century,Books,"A Cultural History of Cuba during the U.S. Occupation, 1898-1902",,1,b,,,,0.5
a,20th Century,Books,A Culture of Credit,,1,b,,,,0.5
a,20th Century,Books,A Deed So Accursed,,1,b,,,,0.5
a,20th Century,Books,A Delicate Relationship,,1,b,,,,0.5
a,20th Century,Books,A Different Shade of Justice,,1,b,,,,0.5
a,20th Century,Books,A Floating Chinaman,,1,b,,,,0.5
a,20th Century,Books,A Hard Rain Fell,,1,b,,,,0.5
a,20th Century,Books,A History in Sum,,1,b,,,,0.5
a,20th Century,Books,A History of the Book in America,,1,b,,,,0.5
a,20th Century,Books,A Land Apart,,1,b,,,,0.5
a,20th Century,Books,A Legacy of Innovation,,1,b,,,,0.5
a,20th Century,Books,A Legacy of Leadership,,1,b,,,,0.5
a,20th Century,Books,A Manufactured Wilderness,,1,b,,,,0.5
a,20th Century,Books,A New Deal for the World,,1,b,,,,0.5
a,20th Century,Books,A Not-So-Special Relationship,,1,b,,,,0.5
a,20th Century,Books,A Once Charitable Enterprise,,1,b,,,,0.5
a,20th Century,Books,A Passion for the True and Just,,1,b,,,,0.5
a,20th Century,Books,A People's War on Poverty,,1,b,,,,0.5
a,20th Century,Books,A Pinnacle of Feeling,,1,b,,,,0.5
a,20th Century,Books,A Quiet Victory for Latino Rights,,1,b,,,,0.5
a,20th Century,Books,A Red Family,,1,b,,,,0.5
a,20th Century,Books,A Revolution Down on the Farm,,1,b,,,,0.5
a,20th Century,Books,A Scarlet Pansy,,1,b,,,,0.5
a,20th Century,Books,A Scholar's Conscience,,1,b,,,,0.5
a,20th Century,Books,A Season of Inquiry Revisited,,1,b,,,,0.5
a,20th Century,Books,A Sense of Power,,1,b,,,,0.5
a,20th Century,Books,A Short History of Physics in the American Century,,1,b,,,,0.5
a,20th Century,Books,A Staggering Revolution,,1,b,,,,0.5
a,20th Century,Books,A Third Term for FDR,,1,b,,,,0.5
a,20th Century,Books,A Time to Stir,,1,b,,,,0.5
a,20th Century,Books,A Token of My Affection,,1,b,,,,0.5
a,20th Century,Books,A Tragedy of Democracy,,1,b,,,,0.5
a,20th Century,Books,A World of Its Own,,1,b,,,,0.5
a,20th Century,Books,"Abolitionists, Doctors, Ranchers, and Writers",,1,b,,,,0.5
a,20th Century,Books,Abuse of Power,,1,b,,,,0.5
a,20th Century,Books,Across the Waves,,1,b,,,,0.5
a,20th Century,Books,Acts of Conscience,,1,b,,,,0.5
a,20th Century,Books,Acts of Conspicuous Compassion,,1,b,,,,0.5
a,20th Century,Books,AFSCME's Philadelphia Story,,1,b,,,,0.5
a,20th Century,Books,After Aquarius Dawned,,1,b,,,,0.5
a,20th Century,Books,After Emancipation,,1,b,,,,0.5
a,20th Century,Books,After the Dream,,1,b,,,,0.5
a,20th Century,Books,Against Immediate Evil,,1,b,,,,0.5
a,20th Century,Books,Against Labor,,1,b,,,,0.5
a,20th Century,Books,Agrarian Crossings,,1,b,,,,0.5
a,20th Century,Books,Alabama Getaway,,1,b,,,,0.5
a,20th Century,Books,Alabaster Cities,,1,b,,,,0.5
a,20th Century,Books,Alger Hiss and the Battle for History,,1,b,,,,0.5
a,20th Century,Books,Alice Paul and the American Suffrage Campaign,,1,b,,,,0.5
a,20th Century,Books,All Good Books Are Catholic Books,,1,b,,,,0.5
a,20th Century,Books,Allende’s Chile and the Inter-American Cold War,,1,b,,,,0.5
a,20th Century,Books,Alvin York,,1,b,,,,0.5
a,20th Century,Books,Always a Cowboy,,1,b,,,,0.5
a,20th Century,Books,"Ambition, Competition, and Electoral Reform",,1,b,,,,0.5
a,20th Century,Books,"Ambition, Pragmatism, and Party",,1,b,,,,0.5
a,20th Century,Books,Ambivalent Embrace,,1,b,,,,0.5
a,20th Century,Books,America Beyond Black and White,,1,b,,,,0.5
a,20th Century,Books,America in the Age of the Titans,,1,b,,,,0.5
a,20th Century,Books,America in the Forties,,1,b,,,,0.5
a,20th Century,Books,America in the Nineties,,1,b,,,,0.5
a,20th Century,Books,America in the Sixties,,1,b,,,,0.5
a,20th Century,Books,America in the Teens,,1,b,,,,0.5
a,20th Century,Books,America in the Thirties,,1,b,,,,0.5
a,20th Century,Books,America's Japan and Japan's Performing Arts,,1,b,,,,0.5
a,20th Century,Books,America's Mission,,1,b,,,,0.5
a,20th Century,Books,American Abyss,,1,b,,,,0.5
a,20th Century,Books,"American Arabists in the Cold War Middle East, 1946–75",,1,b,,,,0.5
a,20th Century,Books,American Babel,,1,b,,,,0.5
a,20th Century,Books,American Big Business in Britain and Germany,,1,b,,,,0.5
a,20th Century,Books,American Business and Foreign Policy,,1,b,,,,0.5
a,20th Century,Books,American By Degrees,,1,b,,,,0.5
a,20th Century,Books,American Capitalism,,1,b,,,,0.5
a,20th Century,Books,American Culture in the 1930's,,1,b,,,,0.5
a,20th Century,Books,American Culture in the 1970's,,1,b,,,,0.5
a,20th Century,Books,American Cyclone,,1,b,,,,0.5
a,20th Century,Books,American Gandhi,,1,b,,,,0.5
a,20th Century,Books,American Girls and Global Responsibility,,1,b,,,,0.5
a,20th Century,Books,American Health Quackery,,1,b,,,,0.5
a,20th Century,Books,American Justice in Taiwan,,1,b,,,,0.5
a,20th Century,Books,American Mosaic,,1,b,,,,0.5
a,20th Century,Books,American Night,,1,b,,,,0.5
a,20th Century,Books,American Oracle,,1,b,,,,0.5
a,20th Century,Books,American Organic,,1,b,,,,0.5
a,20th Century,Books,"American Patriotism, American Protest",,1,b,,,,0.5
a,20th Century,Books,American Pendulum,,1,b,,,,0.5
a,20th Century,Books,American Prophet,,1,b,,,,0.5
a,20th Century,Books,American Pulp,,1,b,,,,0.5
a,20th Century,Books,American Railroads,,1,b,,,,0.5
a,20th Century,Books,"American Rhetoric in the New Deal Era, 1932-1945",,1,b,,,,0.5
a,20th Century,Books,"American Rubber Workers & Organized Labor, 1900-1941",,1,b,,,,0.5
a,20th Century,Books,American Silence,,1,b,,,,0.5
a,20th Century,Books,American Tropics,,1,b,,,,0.5
a,20th Century,Books,American Vaudeville as Ritual,,1,b,,,,0.5
a,20th Century,Books,American Women and the Repeal of Prohibition,,1,b,,,,0.5
a,20th Century,Books,American Women in World War I,,1,b,,,,0.5
a,20th Century,Books,Americanization and Anti-americanism,,1,b,,,,0.5
a,20th Century,Books,Americans at the Gate,,1,b,,,,0.5
a,20th Century,Books,Among Empires,,1,b,,,,0.5
a,20th Century,Books,An American Dissenter,,1,b,,,,0.5
a,20th Century,Books,An Army of Lions,,1,b,,,,0.5
a,20th Century,Books,An Improbable Life,,1,b,,,,0.5
a,20th Century,Books,An Iowa Schoolma’am,,1,b,,,,0.5
a,20th Century,Books,An Oneida Indian in Foreign Waters,,1,b,,,,0.5
a,20th Century,Books,An Outsider in the White House,,1,b,,,,0.5
a,20th Century,Books,An Unlikely Union,,1,b,,,,0.5
a,20th Century,Books,And the Sparrow Fell,,1,b,,,,0.5
a,20th Century,Books,Anthropologists and Their Traditions across National Borders,,1,b,,,,0.5
a,20th Century,Books,Anthropology Goes to the Fair,,1,b,,,,0.5
a,20th Century,Books,Antifundamentalism in Modern America,,1,b,,,,0.5
a,20th Century,Books,Antitrust and the Formation of the Postwar World,,1,b,,,,0.5
a,20th Century,Books,Aphrodite's Daughters,,1,b,,,,0.5
a,20th Century,Books,Appalachia in the Sixties,,1,b,,,,0.5
a,20th Century,Books,Appalachian Travels,,1,b,,,,0.5
a,20th Century,Books,Appetite for Change,,1,b,,,,0.5
a,20th Century,Books,Archives of Authority,,1,b,,,,0.5
a,20th Century,Books,Armed with Expertise,,1,b,,,,0.5
a,20th Century,Books,Art for Equality,,1,b,,,,0.5
a,20th Century,Books,Asian America,,1,b,,,,0.5
a,20th Century,Books,Astounding Wonder,,1,b,,,,0.5
a,20th Century,Books,Babysitter,,1,b,,,,0.5
a,20th Century,Books,Back Channel to Cuba,,1,b,,,,0.5
a,20th Century,Books,Bad Girls,,1,b,,,,0.5
a,20th Century,Books,Bailouts,,1,b,,,,0.5
a,20th Century,Books,Baking Powder Wars,,1,b,,,,0.5
a,20th Century,Books,Baltimore '68,,1,b,,,,0.5
a,20th Century,Books,Banking on the Body,,1,b,,,,0.5
a,20th Century,Books,Baptized in Blood,,1,b,,,,0.5
a,20th Century,Books,Bargaining for Life,,1,b,,,,0.5
a,20th Century,Books,Bargaining with the State from Afar,,1,b,,,,0.5
a,20th Century,Books,Barnstorming the Prairies,,1,b,,,,0.5
a,20th Century,Books,Battling Miss Bolsheviki,,1,b,,,,0.5
a,20th Century,Books,Bearing Witness,,1,b,,,,0.5
a,20th Century,Books,Becoming African Americans,,1,b,,,,0.5
a,20th Century,Books,Becoming King,,1,b,,,,0.5
a,20th Century,Books,Before the Quagmire,,1,b,,,,0.5
a,20th Century,Books,Bengali Harlem and the Lost Histories of South Asian America,,1,b,,,,0.5
a,20th Century,Books,Bethlehem Steel,,1,b,,,,0.5
a,20th Century,Books,Between a River and a Mountain,,1,b,,,,0.5
a,20th Century,Books,Between Citizens and the State,,1,b,,,,0.5
a,20th Century,Books,Between Justice and Beauty,,1,b,,,,0.5
a,20th Century,Books,Beyond Blackface,,1,b,,,,0.5
a,20th Century,Books,Beyond Respectability,,1,b,,,,0.5
a,20th Century,Books,Beyond Rosie,,1,b,,,,0.5
a,20th Century,Books,Beyond the Latino World War II Hero,,1,b,,,,0.5
a,20th Century,Books,Big Steel,,1,b,,,,0.5
a,20th Century,Books,Big Sur,,1,b,,,,0.5
a,20th Century,Books,Bill Bright and Campus Crusade for Christ,,1,b,,,,0.5
a,20th Century,Books,Billy Graham and the Rise of the Republican South,,1,b,,,,0.5
a,20th Century,Books,Biotech,,1,b,,,,0.5
a,20th Century,Books,Bitter Legacy,,1,b,,,,0.5
a,20th Century,Books,Black & White & Noir,,1,b,,,,0.5
a,20th Century,Books,Black and Blue,,1,b,,,,0.5
a,20th Century,Books,"Black Baseball Entrepreneurs, 1902-1931",,1,b,,,,0.5
a,20th Century,Books,Black Culture and the New Deal,,1,b,,,,0.5
a,20th Century,Books,Black Lung,,1,b,,,,0.5
a,20th Century,Books,Black Woman Reformer,,1,b,,,,0.5
a,20th Century,Books,Black Yanks in the Pacific,,1,b,,,,0.5
a,20th Century,Books,Blacks In and Out of the Left,,1,b,,,,0.5
a,20th Century,Books,"Blacks, Reds, and Russians",,1,b,,,,0.5
a,20th Century,Books,Blind Oracles,,1,b,,,,0.5
a,20th Century,Books,Blood Will Tell,,1,b,,,,0.5
a,20th Century,Books,Blowing the Whistle on Genocide,,1,b,,,,0.5
a,20th Century,Books,Blue-Collar Broadway,,1,b,,,,0.5
a,20th Century,Books,Blues Unlimited,,1,b,,,,0.5
a,20th Century,Books,Bodies of Reform,,1,b,,,,0.5
a,20th Century,Books,Bodies of War,,1,b,,,,0.5
a,20th Century,Books,Body and Soul,,1,b,,,,0.5
a,20th Century,Books,Bold They Rise,,1,b,,,,0.5
a,20th Century,Books,Booker T. Washington in American Memory,,1,b,,,,0.5
a,20th Century,Books,Bootleggers and Borders,,1,b,,,,0.5
a,20th Century,Books,Borderland Films,,1,b,,,,0.5
a,20th Century,Books,Borders of Equality,,1,b,,,,0.5
a,20th Century,Books,Boston Against Busing,,1,b,,,,0.5
a,20th Century,Books,Braceros,,1,b,,,,0.5
a,20th Century,Books,Branch Line Empires,,1,b,,,,0.5
a,20th Century,Books,Branding Hoover's FBI,,1,b,,,,0.5
a,20th Century,Books,Breach of Trust,,1,b,,,,0.5
a,20th Century,Books,Breaking Ground,,1,b,,,,0.5
a,20th Century,Books,Breaking White Supremacy,,1,b,,,,0.5
a,20th Century,Books,Bringing God to Men,,1,b,,,,0.5
a,20th Century,Books,Brother Bill,,1,b,,,,0.5
a,20th Century,Books,Brown in Baltimore,,1,b,,,,0.5
a,20th Century,Books,Building Louisiana,,1,b,,,,0.5
a,20th Century,Books,Bully Nation,,1,b,,,,0.5
a,20th Century,Books,Business in Black and White,,1,b,,,,0.5
a,20th Century,Books,By Order of the President,,1,b,,,,0.5
a,20th Century,Books,Calculated Risk,,1,b,,,,0.5
a,20th Century,Books,California Crucible,,1,b,,,,0.5
a,20th Century,Books,"Camille, 1969",,1,b,,,,0.5
a,20th Century,Books,Campus Wars,,1,b,,,,0.5
a,20th Century,Books,Capital of Capital,,1,b,,,,0.5
a,20th Century,Books,Carl Van Vechten and the Harlem Renaissance,,1,b,,,,0.5
a,20th Century,Books,Carlisle Indian Industrial School,,1,b,,,,0.5
a,20th Century,Books,Catholic Borderlands,,1,b,,,,0.5
a,20th Century,Books,Catholics in the American Century,,1,b,,,,0.5
a,20th Century,Books,Cauldron of Resistance,,1,b,,,,0.5
a,20th Century,Books,CBS's Don Hollenbeck,,1,b,,,,0.5
a,20th Century,Books,Celluloid Sermons,,1,b,,,,0.5
a,20th Century,Books,"Charlotte, NC",,1,b,,,,0.5
a,20th Century,Books,Chasing Newsroom Diversity,,1,b,,,,0.5
a,20th Century,Books,Cheddi Jagan and the Politics of Power,,1,b,,,,0.5
a,20th Century,Books,Chief Executive to Chief Justice,,1,b,,,,0.5
a,20th Century,Books,Childhood Obesity in America,,1,b,,,,0.5
a,20th Century,Books,Children and Youth during the Civil War Era,,1,b,,,,0.5
a,20th Century,Books,Chinese in the Woods,,1,b,,,,0.5
a,20th Century,Books,"Chop Suey, USA",,1,b,,,,0.5
a,20th Century,Books,Chosen Capital,,1,b,,,,0.5
a,20th Century,Books,Chow Chop Suey,,1,b,,,,0.5
a,20th Century,Books,Christian Reconstruction,,1,b,,,,0.5
a,20th Century,Books,"Christianity, Social Justice, and the Japanese American Incarceration during World War II",,1,b,,,,0.5
a,20th Century,Books,Citizenship and the Origins of Women's History in the United States,,1,b,,,,0.5
a,20th Century,Books,City Folk,,1,b,,,,0.5
a,20th Century,Books,Civil Rights and Beyond,,1,b,,,,0.5
a,20th Century,Books,Civil Rights in the Gateway to the South,,1,b,,,,0.5
a,20th Century,Books,Clark Clifford,,1,b,,,,0.5
a,20th Century,Books,Class Divide,,1,b,,,,0.5
a,20th Century,Books,Clearing the Air,,1,b,,,,0.5
a,20th Century,Books,Clio among the Muses,,1,b,,,,0.5
a,20th Century,Books,Closer to the Truth Than Any Fact,,1,b,,,,0.5
a,20th Century,Books,Coal-Mining Safety in the Progressive Period,,1,b,,,,0.5
a,20th Century,Books,"Cold War at 30,000 Feet",,1,b,,,,0.5
a,20th Century,Books,Cold War Dixie,,1,b,,,,0.5
a,20th Century,Books,Cold War Games,,1,b,,,,0.5
a,20th Century,Books,Cold War in a Hot Zone,,1,b,,,,0.5
a,20th Century,Books,Cold War Kids,,1,b,,,,0.5
a,20th Century,Books,Cold War Monks,,1,b,,,,0.5
a,20th Century,Books,Cold War Progressives,,1,b,,,,0.5
a,20th Century,Books,College Women In The Nuclear Age,,1,b,,,,0.5
a,20th Century,Books,Colored Cosmopolitanism,,1,b,,,,0.5
a,20th Century,Books,Colored No More,,1,b,,,,0.5
a,20th Century,Books,"Common Sense and a Little Fire, Second Edition",,1,b,,,,0.5
a,20th Century,Books,Commonsense Anticommunism,,1,b,,,,0.5
a,20th Century,Books,Competition in the Promised Land,,1,b,,,,0.5
a,20th Century,Books,Conceiving the Future,,1,b,,,,0.5
a,20th Century,Books,Concordance,,1,b,,,,0.5
a,20th Century,Books,Confronting America,,1,b,,,,0.5
a,20th Century,Books,"Congress, Presidents, and American Politics",,1,b,,,,0.5
a,20th Century,Books,Congressional Conservatism and the New Deal,,1,b,,,,0.5
a,20th Century,Books,Conservation And The Gospel Of Efficiency,,1,b,,,,0.5
a,20th Century,Books,Constructing Affirmative Action,,1,b,,,,0.5
a,20th Century,Books,Constructing National Interests,,1,b,,,,0.5
a,20th Century,Books,Constructive Illusions,,1,b,,,,0.5
a,20th Century,Books,Consuming Japan,,1,b,,,,0.5
a,20th Century,Books,Consuming Pleasures,,1,b,,,,0.5
a,20th Century,Books,Contested Waters,,1,b,,,,0.5
a,20th Century,Books,Cool,,1,b,,,,0.5
a,20th Century,Books,Counterculture Kaleidoscope,,1,b,,,,0.5
a,20th Century,Books,Creating Consumers,,1,b,,,,0.5
a,20th Century,Books,Creating the Big Easy,,1,b,,,,0.5
a,20th Century,Books,Creating the National Security State,,1,b,,,,0.5
a,20th Century,Books,Cross Purposes,,1,b,,,,0.5
a,20th Century,Books,Crossing Borderlands,,1,b,,,,0.5
a,20th Century,Books,Crossing Borders,,1,b,,,,0.5
a,20th Century,Books,Croswell Bowen,,1,b,,,,0.5
a,20th Century,Books,Cuban Revolution in America,,1,b,,,,0.5
a,20th Century,Books,Cultivating Victory,,1,b,,,,0.5
a,20th Century,Books,Cutting Along the Color Line,,1,b,,,,0.5
a,20th Century,Books,Daisy Bates,,1,b,,,,0.5
a,20th Century,Books,"Dams, Parks and Politics",,1,b,,,,0.5
a,20th Century,Books,Dangerous Grounds,,1,b,,,,0.5
a,20th Century,Books,Dangerous Knowledge,,1,b,,,,0.5
a,20th Century,Books,Daughter of the Empire State,,1,b,,,,0.5
a,20th Century,Books,Daybreak of Freedom,,1,b,,,,0.5
a,20th Century,Books,Dead on Arrival,,1,b,,,,0.5
a,20th Century,Books,Dear Alben,,1,b,,,,0.5
a,20th Century,Books,Debating the American State,,1,b,,,,0.5
a,20th Century,Books,Debtor Nation,,1,b,,,,0.5
a,20th Century,Books,Deceit on the Road to War,,1,b,,,,0.5
a,20th Century,Books,Decent Interval,,1,b,,,,0.5
a,20th Century,Books,Decision to Intervene,,1,b,,,,0.5
a,20th Century,Books,Defending White Democracy,,1,b,,,,0.5
a,20th Century,Books,Defiant Braceros,,1,b,,,,0.5
a,20th Century,Books,Delivering the People's Message,,1,b,,,,0.5
a,20th Century,Books,Deluxe Jim Crow,,1,b,,,,0.5
a,20th Century,Books,Demanding Democracy,,1,b,,,,0.5
a,20th Century,Books,Democratic Sports,,1,b,,,,0.5
a,20th Century,Books,Democratizing the Enemy,,1,b,,,,0.5
a,20th Century,Books,Demographic Angst,,1,b,,,,0.5
a,20th Century,Books,Designing the Creative Child,,1,b,,,,0.5
a,20th Century,Books,Desolation and Enlightenment,,1,b,,,,0.5
a,20th Century,Books,Detroit's Cold War,,1,b,,,,0.5
a,20th Century,Books,Dharma Lion,,1,b,,,,0.5
a,20th Century,Books,Disaster Citizenship,,1,b,,,,0.5
a,20th Century,Books,Discovering the South,,1,b,,,,0.5
a,20th Century,Books,Discriminating Sex,,1,b,,,,0.5
a,20th Century,Books,Discriminating Taste,,1,b,,,,0.5
a,20th Century,Books,Dispossession,,1,b,,,,0.5
a,20th Century,Books,Disputed Waters,,1,b,,,,0.5
a,20th Century,Books,"Dissent in the Heartland, Revised and Expanded Edition",,1,b,,,,0.5
a,20th Century,Books,Divide and Dissent,,1,b,,,,0.5
a,20th Century,Books,Divided Highways,,1,b,,,,0.5
a,20th Century,Books,Divine Agitators,,1,b,,,,0.5
a,20th Century,Books,Don't Blame Us,,1,b,,,,0.5
a,20th Century,Books,Doughboys on the Great War,,1,b,,,,0.5
a,20th Century,Books,Dream Not of Other Worlds,,1,b,,,,0.5
a,20th Century,Books,Dressing for the Culture Wars,,1,b,,,,0.5
a,20th Century,Books,Dry Manhattan,,1,b,,,,0.5
a,20th Century,Books,Duncan Hines,,1,b,,,,0.5
a,20th Century,Books,Dying to Forget,,1,b,,,,0.5
a,20th Century,Books,Early Blues,,1,b,,,,0.5
a,20th Century,Books,Ed Koch and the Rebuilding of New York City,,1,b,,,,0.5
a,20th Century,Books,Edith Kermit Roosevelt,,1,b,,,,0.5
a,20th Century,Books,Edmund Wilson's America,,1,b,,,,0.5
a,20th Century,Books,Education beyond the Mesas,,1,b,,,,0.5
a,20th Century,Books,Edwin O. Reischauer and the American Discovery of Japan,,1,b,,,,0.5
a,20th Century,Books,Eisenhower and Landrum-Griffin,,1,b,,,,0.5
a,20th Century,Books,Eisenhower and the Mass Media,,1,b,,,,0.5
a,20th Century,Books,Eisenhower's Sputnik Moment,,1,b,,,,0.5
a,20th Century,Books,Elizabeth and Hazel,,1,b,,,,0.5
a,20th Century,Books,Ellery's Protest,,1,b,,,,0.5
a,20th Century,Books,Ellis Island Nation,,1,b,,,,0.5
a,20th Century,Books,Eloquence and Reason,,1,b,,,,0.5
a,20th Century,Books,Elusive Equality,,1,b,,,,0.5
a,20th Century,Books,"Emma Goldman, Vol. 1",,1,b,,,,0.5
a,20th Century,Books,"Emma Goldman, Vol. 2",,1,b,,,,0.5
a,20th Century,Books,Empire of the Air,,1,b,,,,0.5
a,20th Century,Books,Empress San Francisco,,1,b,,,,0.5
a,20th Century,Books,Enemies to Allies,,1,b,,,,0.5
a,20th Century,Books,Envisioning Asia,,1,b,,,,0.5
a,20th Century,Books,Envisioning Freedom,,1,b,,,,0.5
a,20th Century,Books,Equality on Trial,,1,b,,,,0.5
a,20th Century,Books,Eric Walrond,,1,b,,,,0.5
a,20th Century,Books,Escape from New York,,1,b,,,,0.5
a,20th Century,Books,Eugene Kinckle Jones,,1,b,,,,0.5
a,20th Century,Books,Every Catholic An Apostle,,1,b,,,,0.5
a,20th Century,Books,Everybody Else,,1,b,,,,0.5
a,20th Century,Books,Everyday Reading,,1,b,,,,0.5
a,20th Century,Books,Everything Was Better in America,,1,b,,,,0.5
a,20th Century,Books,Exporting American Dreams,,1,b,,,,0.5
a,20th Century,Books,Eyeing the Red Storm,,1,b,,,,0.5
a,20th Century,Books,F.B. Eyes,,1,b,,,,0.5
a,20th Century,Books,Faith and War,,1,b,,,,0.5
a,20th Century,Books,Faith in Bikinis,,1,b,,,,0.5
a,20th Century,Books,Faith in Black Power,,1,b,,,,0.5
a,20th Century,Books,Faith in the City,,1,b,,,,0.5
a,20th Century,Books,Faith in the Fight,,1,b,,,,0.5
a,20th Century,Books,Faithful Republic,,1,b,,,,0.5
a,20th Century,Books,Farm Families and Change in 20th-Century America,,1,b,,,,0.5
a,20th Century,Books,Fast Tanks and Heavy Bombers,,1,b,,,,0.5
a,20th Century,Books,Fatal Years,,1,b,,,,0.5
a,20th Century,Books,"Father, Son, and Constitution",,1,b,,,,0.5
a,20th Century,Books,FDR and the Jews,,1,b,,,,0.5
a,20th Century,Books,"FDR, Dewey, and the Election of 1944",,1,b,,,,0.5
a,20th Century,Books,Feasting Our Eyes,,1,b,,,,0.5
a,20th Century,Books,Federal Ecosystem Management,,1,b,,,,0.5
a,20th Century,Books,Feminism as Life's Work,,1,b,,,,0.5
a,20th Century,Books,Fever of War,,1,b,,,,0.5
a,20th Century,Books,Fields of Learning,,1,b,,,,0.5
a,20th Century,Books,Fight against Fear,,1,b,,,,0.5
a,20th Century,Books,Fighting Authoritarianism,,1,b,,,,0.5
a,20th Century,Books,Fighting for Rights,,1,b,,,,0.5
a,20th Century,Books,Fighting Jim Crow in the County of Kings,,1,b,,,,0.5
a,20th Century,Books,Financing the American Dream,,1,b,,,,0.5
a,20th Century,Books,First Ladies and American Women,,1,b,,,,0.5
a,20th Century,Books,Fit to Be Tied,,1,b,,,,0.5
a,20th Century,Books,Fixing the Facts,,1,b,,,,0.5
a,20th Century,Books,Flames of Discontent,,1,b,,,,0.5
a,20th Century,Books,Flashes of a Southern Spirit,,1,b,,,,0.5
a,20th Century,Books,Food Co-ops in America,,1,b,,,,0.5
a,20th Century,Books,Food Is Love,,1,b,,,,0.5
a,20th Century,Books,For All These Rights,,1,b,,,,0.5
a,20th Century,Books,For Better or for Worse,,1,b,,,,0.5
a,20th Century,Books,For Both Cross and Flag,,1,b,,,,0.5
a,20th Century,Books,For God and Globe,,1,b,,,,0.5
a,20th Century,Books,Foreign Policy at the Periphery,,1,b,,,,0.5
a,20th Century,Books,Forging Diaspora,,1,b,,,,0.5
a,20th Century,Books,Forging the Copper Collar,,1,b,,,,0.5
a,20th Century,Books,Forgotten Men and Fallen Women,,1,b,,,,0.5
a,20th Century,Books,Fostering on the Farm,,1,b,,,,0.5
a,20th Century,Books,Foundations of the American Century,,1,b,,,,0.5
a,20th Century,Books,Franklin D. Roosevelt,,1,b,,,,0.5
a,20th Century,Books,Franklin D. Roosevelt,,1,b,,,,0.5
a,20th Century,Books,"Frankly, My Dear",,1,b,,,,0.5
a,20th Century,Books,Freedom on the Border,,1,b,,,,0.5
a,20th Century,Books,Freedom Rights,,1,b,,,,0.5
a,20th Century,Books,Freedom Struggles,,1,b,,,,0.5
a,20th Century,Books,Freedom to Offend,,1,b,,,,0.5
a,20th Century,Books,Freedom's Main Line,,1,b,,,,0.5
a,20th Century,Books,Freedom’s Gardener,,1,b,,,,0.5
a,20th Century,Books,Freud on Madison Avenue,,1,b,,,,0.5
a,20th Century,Books,From Canton Restaurant to Panda Express,,1,b,,,,0.5
a,20th Century,Books,From Concentration Camp to Campus,,1,b,,,,0.5
a,20th Century,Books,From Da Ponte to the Casa Italiana,,1,b,,,,0.5
a,20th Century,Books,From Development to Dictatorship,,1,b,,,,0.5
a,20th Century,Books,From Head Shops to Whole Foods,,1,b,,,,0.5
a,20th Century,Books,From Scottsboro to Munich,,1,b,,,,0.5
a,20th Century,Books,From the Boardroom to the War Room,,1,b,,,,0.5
a,20th Century,Books,From the New Deal to the New Right,,1,b,,,,0.5
a,20th Century,Books,Funding Feminism,,1,b,,,,0.5
a,20th Century,Books,Game Faces,,1,b,,,,0.5
a,20th Century,Books,Gangsters to Governors,,1,b,,,,0.5
a,20th Century,Books,Garden Variety,,1,b,,,,0.5
a,20th Century,Books,Gateway to Equality,,1,b,,,,0.5
a,20th Century,Books,Generation on Fire,,1,b,,,,0.5
a,20th Century,Books,Generations in Black and White,,1,b,,,,0.5
a,20th Century,Books,Gentlemen Bankers,,1,b,,,,0.5
a,20th Century,Books,Gettysburg--The First Day,,1,b,,,,0.5
a,20th Century,Books,Global Rules,,1,b,,,,0.5
a,20th Century,Books,"Go, Flight!",,1,b,,,,0.5
a,20th Century,Books,God and Uncle Sam,,1,b,,,,0.5
a,20th Century,Books,God and War,,1,b,,,,0.5
a,20th Century,Books,God Bless America,,1,b,,,,0.5
a,20th Century,Books,God Hates,,1,b,,,,0.5
a,20th Century,Books,Gospel According to the Klan,,1,b,,,,0.5
a,20th Century,Books,Governing the American State,,1,b,,,,0.5
