•ÈÀCategory,Level1,Level2,Level3,Level4,Federal,,GovXFer,State,Local,Total
a,American History Books,Nineteenth Century and Civil War,Up from the Mudsills of Hell,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Berry Benson's Civil War Book,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Upheaval in Charleston,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,"The American Dreams of John B. Prentis, Slave Trader",,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,A Consuming Fire,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,The Death of a Confederate,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Blue-Eyed Child of Fortune,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,The Civil War in Georgia,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Princes of Cotton,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Pharsalia,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Running a Thousand Miles for Freedom,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,John Bachman,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Toussaint Louverture and the American Civil War,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,What's True in Mormon Folklore?,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,"Brigham Young, the Quorum of the Twelve, and the Latter-Day Saint Investigation of the Mountain Meadows Massacre",,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Haunted Visions,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Along the Streets of Bronzeville,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Weirding the War,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Cultures In Conflict,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Mormon Battalion,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Brigham Young's Homes,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Mormon Vanguard Brigade Of 1847,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,In-laws and Outlaws,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Empire of Vines,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,De Bow's Review,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Baseball in Blue and Gray,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Washington Brotherhood,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Confederate Slave Impressment in the Upper South,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Gospel of Disunion,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Diary of a Southern Refugee during the War,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Race and the Cherokee Nation,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,The People's Network,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,A Union Forever,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,The Selected Papers of Elizabeth Cady Stanton and Susan B. Anthony,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,John Hunt Morgan and His Raiders,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,The Civil War in Popular Culture,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Virtual Modernism,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,A Late Encounter with the Civil War,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Loyal Subjects,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Breeding Contempt,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Cushing of Gettysburg,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Rebel Raider,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Emperor of Liberty,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,A Changing Wind,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Louisa Catherine,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Before L.A.,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Hell on the Range,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,The Iron Way,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Delia's Tears,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,William Clark's World,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Domestic Intimacies,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,A History in Sum,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Capital of Capital,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,The Evangelical Origins of the Living Constitution,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Frederick Douglass and the Atlantic World,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Race Horse Men,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Two Great Rebel Armies,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Sherman's March Through the Carolinas,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Uneasy Allies,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Abolitionist Politics and the Coming of the Civil War,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Words for the Hour,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Ashes of the Mind,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,To Fight Aloud Is Very Brave,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Ballykilcline rising,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Practicing Medicine in a Black Regiment,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,How We Elected Lincoln,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Framing Chief Leschi,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,"The American Steel Industry, 1850–1970",,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,The River Ran Red,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Imperial Archipelago,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,An American Girl in the Hawaiian Islands,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Free Black Communities and the Underground Railroad,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,The Lincoln-Douglas Debates,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Between Slavery and Capitalism,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,"Ring Shout, Wheel About",,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Collaborators for Emancipation,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Cause for Alarm,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,"Princeton, 1746-1896",,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Algernon Sidney and the Republican Heritage in England and America,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,The Lincoln Persuasion,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Kentucky Confederates,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,"Princetonians, 1784-1790",,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,The Keelboat Age on Western Waters,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Food in the Civil War Era,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,The War of 1812 in the Old Northwest,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,The Wounded River,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Natural Museums,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Apostles of Equality,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,The Poetry of the American Civil War,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,The 4th Michigan Infantry in the Civil War,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Frederick Douglass,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,The Struggle for Equality,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Five Forks,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Staging Migrations toward an American West,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Nation Builder,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,The North Reports the Civil War,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,A Chosen Exile,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,"The Civil War Diary of Gideon Welles, Lincoln's Secretary of the Navy",,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,The Transatlantic World of Higher Education,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,The Enemy Within,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Reconstructing the Campus,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,A Separate Civil War,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Freedom's Promise,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Marching Masters,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Criminal Injustice,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Showdown in Virginia,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Crucible of the Civil War,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Confederate Visions,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,A Political Nation,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Distant Revolutions,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Body and Soul,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Worth a Dozen Men,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,The Struggle for Equality,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Radical Reform,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Slavery and War in the Americas,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,What Shall We Do with the Negro?,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,American Collegiate Populations,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,On the Make,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,From Slavery to Poverty,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,The Gentlemen and the Roughs,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,The Civil War Soldier,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,America in the Gilded Age,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,A Respectable Woman,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,"Elizabeth Cady Stanton, Feminist as Thinker",,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Across the Divide,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Fire From the Midst of You,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Medical Malpractice in Nineteenth-Century America,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,The Harp and the Eagle,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Bloody Lowndes,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Cow Boys and Cattle Men,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Bodies of Reform,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Civil War Dynasty,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Civil War Citizens,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Stopping the Killing,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Designing Dixie,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Electing the Senate,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Travels in Revolutionary France and a Journey Across America,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Lincoln and Liberty,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Art Work,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Trials and Triumphs,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Playing for Keeps,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,The Gold Crusades,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Royal Spectacle,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Delia Webster and the Underground Railroad,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Little Kingdoms,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Monterrey Is Ours!,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,The Money Game in Old New York,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Lincoln and the Bluegrass,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,UnAfrican Americans,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Mark Twain And The South,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Letters from a Young Shaker,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Exploring Lincoln,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,The Papers of Henry Clay,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Kentucky and the Second American Revolution,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,The Civilization of the Old South,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,The Clays of Alabama,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Two Paths to The New South,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,The Limits of Dissent,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Salvation and the Savage,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,"Joseph Jones, M.D.",,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Pseudo-Science and Society in 19th-Century America,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Kentuckians in Gray,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Occupied City,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,"For Honor, Glory, and Union",,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Bluegrass Craftsman,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Luke Pryor Blackburn,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Populism and Politics,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Finley Peter Dunne and Mr. Dooley,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,A Brittle Sword,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Johnny Green of the Orphan Brigade,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,When Slavery Was Called Freedom,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,The Armies of the Streets,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Yankee Blitzkrieg,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Slave And Freeman,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Travels Between the Hudson and the Mississippi,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,The Papers of Henry Clay,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Front Line of Freedom,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,The Rise of the Midwestern Meat Packing Industry,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,"Bicycles, Bangs, and Bloomers",,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,For Slavery and Union,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,West to Far Michigan,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Common Whites,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,The Shaker Village,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,The Anti-Masonic Party in the United States,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Citizen Soldiers in the War of 1812,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,The British Foreign Service and the American Civil War,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Texas Divided,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Land Fever,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Revolt of the Rednecks,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,John Quincy Adams and American Global Empire,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Brandeis And America,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,While Father Is Away,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,William Goebel,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Kentucky in the Reconstruction Era,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Cattle Kingdom in the Ohio Valley 1783--1860,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Henry Clay and the American System,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Uncle Will of Wildwood,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,The Woolen Industry of the Midwest,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Schools for All,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,"Camp Nelson, Kentucky",,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,The Climax of Populism,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Pennsylvania and the War of 1812,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,American Grit,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,An American Dissenter,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Antebellum Politics in Tennessee,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Engineering in American Society,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Black Liberation in Kentucky,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Mexican Lobby,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,David Wendel Yandell,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Hiram Martin Chittenden,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,"Women and Reform in a New England Community, 1815-1860",,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Freedom at Risk,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Chicago's White City of 1893,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Breckinridge,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,The County in Kentucky History,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,The Urban South,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Free Soil,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Confederate General R.S. Ewell,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,The Papers of Henry Clay,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,The Papers of Henry Clay,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,The County Courts in Antebellum Kentucky,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,The Green River of Kentucky,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,The Rise of the Urban South,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,"The Abolitionists and the South, 1831-1861",,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,The Allegheny Frontier,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,The Lady and the President,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Gold Rush Diary,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,The Papers of Henry Clay,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Government in Science,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,The Civil War Guerrilla,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,"A History of the Negro Troops in the War of the Rebellion, 1861-1865",,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Gettysburg Religion,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Constitutionalism in the Approach and Aftermath of the Civil War,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Prologue to Conflict,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,1816,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,John Sherman Cooper,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,"Lincoln and Leadership: Military, Political, and Religious Decision Making",,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,On the Edge of Freedom,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,"Freedwomen and the Freedmen's Bureau: Race, Gender, and Public Policy in the Age of Emancipation",,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,"Citizens or Papists?: The Politics of Anti-Catholicism in New York, 1685-1821",,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Big Enough to Be Inconsistent,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Invented by Law,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,"Another Civil War: Labor, Capital, and the State in the Anthracite Regions of Pennsylvania, 1840-1868",,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,"Freedom, Union, and Power: Lincoln and His Party in the Civil War",,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Summers with Lincoln: Looking for the Man in the Monuments,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,The Failure of the Founding Fathers,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Born Losers,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,The Golden Age of the Classics in America,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Global Dawn,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Lincoln and the Court,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,A Culture of Credit,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,New Men,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,So Conceived and So Dedicated,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Capitalism by Gaslight,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,The Long Gilded Age,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,The Golden Ghetto,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,The Concept of Jacksonian Democracy,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,The Lincoln-Douglas Debates,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Democracy's Spectacle,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,"Their Patriotic Duty: The Civil War Letters of the Evans Family of Brown County, Ohio",,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Sacred Debts: State Civil War Claims and American Federalism,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Lincoln Revisited,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,A Princeton Companion,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Family and Population in 19th Century America,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Behind the Front Lines of the Civil War,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,The Birth of Mass Political Parties,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,The Process of Government under Jefferson,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Henri Mercier and the American Civil War,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,"Chancellorsville and the Germans: Nativism, Ethnicity, and Civil War Memory",,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Deserter Country,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,South Reports the Civil War,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,For Brotherhood and Duty,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Amistad's Orphans,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,With Sails Whitening Every Sea,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Food in the Civil War Era,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,The Great Task Remaining Before Us: Reconstruction as America's Continuing Civil War,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Guaranteed Pure,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Censoring Racial Ridicule,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Writing Reconstruction,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,The Lincoln Assassination,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Chang and Eng Reconnected,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Defining Duty in the Civil War,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,The Battle of Ezra Church and the Struggle for Atlanta,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Lincoln's Autocrat,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,The Polish Hearst,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Degrees of Freedom,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,After Emancipation,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,The Trials of Laura Fair,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,"Atlanta, Cradle of the New South",,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Nature's Civil War,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,Freedom's Frontier,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,The Vegetarian Crusade,,0.5,b,,,,0.5
a,American History Books,Nineteenth Century and Civil War,A Selection of Modernized Recipes from Food in the Civil War,,0.5,b,,,,0.5
